eval_id,benchmark,pair_id,src_lang,tgt_lang,source,reference,model_name,prediction,total_seconds,generated_tokens,has_repetition,hit_max_tokens,length_ratio
en-uz-0814,flores_devtest,814,en,uz,"If you booked your flights and accommodation for 2020 before the postponement was announced, you may have a tricky situation.","Agar siz kechiktirish e'lon qilinishidan avval 2020-yil uchun reyslar va mehmonxonani buyurtna qilgan bo'lsangiz, siz qiyin vaziyatda qolishingiz mumkin.",m2m100_418m,"Siz 2020 o‘shaytlar bilan bilan bilan bo‘qaytingiz, siz bilan bo’qiytlar.",0.2740691000362858,30,True,False,0.477124183006536
ru-uz-0814,flores_devtest,814,ru,uz,"Если вы забронировали авиабилеты и проживание на 2020 год до того, как было объявлено о переносе даты, у вас может возникнуть непростая ситуация.","Agar siz kechiktirish e'lon qilinishidan avval 2020-yil uchun reyslar va mehmonxonani buyurtna qilgan bo'lsangiz, siz qiyin vaziyatda qolishingiz mumkin.",m2m100_418m,"Siz 2020 yilda uçuşlar və qaytarlar bilan bilan bilan qaytarga bilan bilan, siz o‘zari bilan bilan va‘zadi.",0.2879670000402257,35,True,False,0.6993464052287581
uz-zh-0746,flores_devtest,746,uz,zh,"Chako mintaqasida Guaykuru va Payagua kabi mahalliy qabilalarning boshqa guruhlari yashab, ular ovchilik, termachilik va baliq ovlash orqali hayotlarini saqlab qolishgan.",查科 (Chaco) 地区是瓜伊库鲁 (Guaycuru) 和帕亚瓜 (Payagua) 等其他土著部落的家园，他们靠狩猎、采集和捕鱼为生。,m2m100_418m,"古人云:《古兰经》说:‘古人有罪,有罪。",0.2938668000278994,24,False,False,0.2857142857142857
zh-uz-0685,flores_devtest,685,zh,uz,以虚拟方式分享实地考察，也是回顾行程以及与以后班级分享经验的好办法。,Ekskursiyalarni virtual tarzda bo'lishish sayohat haqida fikr yuritish va kelasi darslar bilan tajriba almashish uchun ajoyib usuldir.,m2m100_418m,"Masiya viziyatini virtualni bir şekilde paylaşmaq, qaytarga bilan bilan bilan qaytargan, o‘zizdan klaslarga eksperimentsiz bir yoldir.",0.3641018000198528,43,True,False,1.0
zh-uz-0717,flores_devtest,717,zh,uz,又因为相对偏僻，“廷巴克图”被用来比喻遥远的异国他乡。,"Yetishish imkoniyati nisbatan kamligi bilan birga, ""Timbuktu"" uzoq, ekzotik o'lkalar uchun metafora sifatida ishlatila boshlandi.",m2m100_418m,«Tinbarktur» o‘yadi bilan bilan bilan qaytadi.,0.2873981000157073,21,True,False,0.35658914728682173
zh-uz-0814,flores_devtest,814,zh,uz,如果你在宣布推迟之前预订了 2020 年的航班和住宿，则可能会面临棘手的情况。,"Agar siz kechiktirish e'lon qilinishidan avval 2020-yil uchun reyslar va mehmonxonani buyurtna qilgan bo'lsangiz, siz qiyin vaziyatda qolishingiz mumkin.",m2m100_418m,2020 yildan uçuşlar ve konvaziyiz o‘ziz bilan bilan bilan qaytadi va‘zlar.,0.3386135000037029,30,True,False,0.48366013071895425
en-uz-0512,flores_devtest,512,en,uz,"Children are placed in Foster Care for a wide variety of reasons that range from neglect, to abuse, and even to extortion.","Bolalar e'tiborsizlikdan tortib, zo'ravonlik va hatto tovlamachilikka qadar turli sabablarga ko'ra homiylik parvarishiga topshiriladi.",m2m100_1_2b,"Foster Care o‘z o‘ladi, o’ldi, oʻldi.",0.5181576999602839,24,False,False,0.27611940298507465
ru-uz-0125,flores_devtest,125,ru,uz,"Человек, работающий в гараже недалеко от того места, где произошла авария, сказал: ""Там стояли дети, которые ждали, чтобы перейти дорогу. Все они кричали и плакали.","Ko'ngilsiz hodisa yuz bergan joy yaqinidagi garajda ishlayotgan kishi: ""U yerda yo'lni kesib o'tmoqchi bo'layotgan bolalar bor edi va ularning barchasi qichqirib yig'layotgandi"" deb aytdi.",m2m100_1_2b,"O‘z, o‘z o‘zi, o’z oʻz o`z o ́z o'z o.o.o., o‘zini o‘zuldi, oʻzi o‘ldi.",1.1454185000620782,51,True,False,0.3776595744680851
ru-uz-0356,flores_devtest,356,ru,uz,Для запуска в космос спутника или телескопа необходима гигантская ракета высотой более 100 футов.,Sun'iy yo'ldosh yoki teleskopni kosmosga joylashtirish uchun 100 futdan ortiq balandlikdagi ulkan raketa talab qilinadi.,m2m100_1_2b,"Satellite, teleskop o‘z orbitni qilmadi.",0.409662100020796,20,False,False,0.3333333333333333
ru-uz-0364,flores_devtest,364,ru,uz,Самки обычно находятся друг с другом в родстве и составляют большую семью сестёр и дочерей.,"Urg'ochilar, odatda, katta oilaning opa-singillari yoki qizi bo'lib, bir-biriga chambarchas bog'liqdir.",m2m100_1_2b,"Men o‘z o‘ladi, o’ldi, o‘lo‘ldi.",0.4684227999532595,24,False,False,0.3106796116504854
ru-uz-0676,flores_devtest,676,ru,uz,Появление новых технологий позволяет нам увидеть и исследовать невиданные ранее структуры и процессы мозга.,Yangi texnologiyalarning rivojlanishi bizga oldin hech qachon kuzatilmagan miyaning tuzilishi hamda ishlash jarayonini ko'rish va tadqiq etish imkon yaratdi.,m2m100_1_2b,"O‘z o‘z qilmadi, o‘zi qilmidi, o’z o’zi qalmadi.",0.4940528000006452,30,False,False,0.3057324840764331
ru-uz-0685,flores_devtest,685,ru,uz,Выкладывание экскурсии в виртуальное пространство для всеобщего обозрения — это также отличный способ освежить в памяти экскурсию и поделиться своим полученными знаниями с будущими классами.,Ekskursiyalarni virtual tarzda bo'lishish sayohat haqida fikr yuritish va kelasi darslar bilan tajriba almashish uchun ajoyib usuldir.,m2m100_1_2b,"O‘z o‘z, o‘zi, o’z oʻz o`z, e’z e‘z.",0.786879799910821,31,False,False,0.26865671641791045
ru-uz-0814,flores_devtest,814,ru,uz,"Если вы забронировали авиабилеты и проживание на 2020 год до того, как было объявлено о переносе даты, у вас может возникнуть непростая ситуация.","Agar siz kechiktirish e'lon qilinishidan avval 2020-yil uchun reyslar va mehmonxonani buyurtna qilgan bo'lsangiz, siz qiyin vaziyatda qolishingiz mumkin.",m2m100_1_2b,"Siz 2020-ni aviyalar o‘z bilan o‘ladi, o‘zi o‘zuldi.",0.5478739000391215,27,False,False,0.33986928104575165
ru-uz-0827,flores_devtest,827,ru,uz,"Путешественники, направляющиеся в страны с высоким налогообложением, могут иногда сэкономить значительную сумму, особенно на таких товарах, как спиртные напитки и табак.","Og'ir soliqlarga ega mamlakatlarga boruvchi sayohatchilar ba'zi hollarda, ayniqsa, spirtli ichimliklar va tamaki mahsulotlari kabilardan anchagina pul tejab qolishlari mumkin.",m2m100_1_2b,"Ularlar o‘z o‘ladi, o‘li o’ldi, oʻldi o`ldi.",0.6251299000578001,31,False,False,0.25142857142857145
ru-uz-0950,flores_devtest,950,ru,uz,Севернее посетите также великий Храм Фатимской Богоматери (усыпальница) — место всемирно известных явлений Девы Марии.,Yana shimolda butun dunyoga mashhur bo'lgan Mariam onamizning ko'rinish joyi bo'lgan Fotima onamiz ibodatxonasiga (Muqaddas jiy) ham tashrif buyuring.,m2m100_1_2b,"Siz o‘z o‘zi o‘q o‘ladi, o‘yni o‘zuldi, o’ldi oʻldi.",0.6163980000419542,36,False,False,0.3466666666666667
zh-uz-0423,flores_devtest,423,zh,uz,西方对台湾的了解可以追溯到 15 世纪。当时路过的欧洲水手将该岛命名为“福尔摩沙岛”(Ilha Formosa)，意思是美丽的岛屿。,"Tayvanning boshlanishi 15-asrga borib taqaladi, bunda o'tib ketayotgan yevropalik dengizchilar orol nomini Ilha Formosa yoki go'zal orol deb yozib qoldirishadi.",m2m100_1_2b,"Tibet o‘z o‘ladi, o‘zi o‘li o‘lo‘ldi, o’ldi o‘lu‘lidi.",0.6858599000843242,37,False,False,0.3375
