review_id,pair_id,sample_group,en,uz,aligner_score,bicleaner_score,bifixer_score,length_ratio,risk_score,risk_flags,manual_label,manual_notes,llm_label,llm_confidence,llm_adequacy,llm_en_language_ok,llm_uz_language_ok,llm_reason,llm_model,llm_error
1,hplt_00002652,high_risk,It's also pretty incredible that we've managed to create great cross-platform compatibility.,"Lekin, sizlardan 99%, ehtimol, biz uchun mosligini ta'minlash rasmiy brauzerlar biri ishlatayotgan beri, qat'i nazar, bir masalalar bo'lmasligi kerak., Bundan tashqari, biz katta xoch-platforma mosligini yaratishga muvaffaq bo'ldik.",0.5386599898338318,1.0,0.9426000118255616,2.5217391304347827,9,length_ratio|number_mismatch|low_aligner,,,wrong,0.9,1,True,False,乌兹别克语句子中提到了99%的用户使用官方浏览器，以及不应该出现的问题，而英语句子并没有这些内容。此外，关于跨平台兼容性的表述也不准确。,qwen-max,
7,hplt_00002750,high_risk,• double-effect HLM-1,Ichki sifatni nazorat qilish tartiblariquyidagilar bilan ta'minlanadi:,0.5120490193367004,1.0,0.9887999892234802,3.333333333333333,9,length_ratio|number_mismatch|low_aligner,,,wrong,0.95,1,True,False,乌兹别克语句子与英语原句意思完全不同，涉及的主题也不同。,qwen-max,
10,hplt_00004553,high_risk,Tashkent branch,-issiqlik almashuvchisi - 1,0.5477229952812195,0.871999979019165,2.613600015640259,1.8,10,very_short|number_mismatch|low_aligner|low_bicleaner,,,wrong,0.95,1,True,False,乌兹别克语句子与英语原句意思完全不同，涉及的主题也不同。,qwen-max,
12,hplt_00000598,random_control,"Since the odds of a win is said low, you must find at least one second r reason to play in the first place.","Agar g'alaba raqam yildan kam aytiladi, Agar birinchi joyda o'ynash kamida bitta ikkinchi r sababini topish lozim.",0.615568995475769,0.9990000128746032,0.9142000079154968,1.0654205607476634,4,low_aligner,,,wrong,0.9,1,True,False,乌兹别克语翻译中没有准确传达原句的意思，尤其是“find at least one second reason to play”这部分被错误地翻译了。,qwen-max,
16,hplt_00006645,random_control,Useful knowledge can be known by looking at the owner of,Foydali ilm san'at egasi qarab ma'lum bo'lishi mumkin.,0.6030229926109314,0.9980000257492064,0.9258999824523926,1.037037037037037,4,low_aligner,,,wrong,0.9,1,True,False,Uzbek句子与英文原句意思不符。英语句子指的是通过观察拥有者来了解有用的知识，而乌兹别克语句子的意思是可以通过观察技艺的主人来了解有益的知识或技能。,qwen-max,
17,hplt_00000327,high_risk,The financial industry has been slowly migrating from its historic home in the warren of streets around Wall Street to the more spacious and glamorous office towers of Midtown Manhattan.,Wall street konseptual maʼnoda moliyaviy va iqtisodiy kuchni ifodalaydi.,0.63960200548172,0.9470000267028807,1.0091999769210815,2.583333333333333,10,length_ratio|low_aligner|low_bicleaner,,,wrong,0.95,0,True,False,乌兹别克语翻译完全偏离了英文原文的意思。英文描述的是金融行业从华尔街附近迁移至曼哈顿中城的过程，而乌兹别克语则是在解释华尔街的概念性意义。,qwen-max,
20,hplt_00009265,high_risk,Anadrol is a compound derived from DHT (Dihydrotestosterone) with the addition of a 2-hydroxymethylene molecule.,"Anadrol ko'p tana geliştirmecilerin uchun kütleleştirme tsikli bir tez-tez ishlatiladigan tarkibiy qismi hisoblanadi, emas, balki bir dori yolg'iz foydalanish kerak deb. vazn daromad yanada jozibador bo'lishi va bir qiyin bo'ladi, Anadrol agar ko'proq kuchli sifat AOK aralashmalari hasrat qiladi.",0.5092729926109314,0.996999979019165,0.9484000205993652,2.6517857142857144,9,length_ratio|number_mismatch|low_aligner,,,wrong,0.9,0,True,False,乌兹别克语版本没有准确传达英文内容的核心信息，即Anadrol是从DHT衍生物加上一个2-羟甲基分子得到的化合物。相反，它讨论了Anadrol作为健美运动员使用的增重周期的一部分，这与原始句子完全不同。,qwen-max,
22,hplt_00004011,high_risk,"Retrieved December 15, 2012.",Qaraldi: 15-dekabr 2013-yil.,0.516398012638092,0.8489999771118164,0.7901999950408936,1.0,11,number_mismatch|low_aligner|low_bicleaner|low_bifixer,,,wrong,0.9,1,True,False,年份不一致，英语版本是2012年，乌兹别克语版本是2013年。,qwen-max,
24,hplt_00005686,high_risk,"Back In / O functions PS / 2-mouse and keyboard porter, WITH, eSATA, and S / PDIF in and out, 6 USB 2.0-porter, 2 LAN (one each from Intel and Realtek chips) and 5 audio connectors with TOSLINK thrown in, too.","orqa / O vazifalari PS / 2-Sichqoncha va klaviatura Porter, BILAN, eSATA va S / va amalga PDIF, 6 USB 2.0-Porter, 2 LAN (Bir Intel va Realtek chiplari har) va 5 Toslink bilan audio ulagichlari ham, tashlangan.",0.5372599959373474,0.906000018119812,0.8276000022888184,1.0,9,low_aligner|low_bicleaner|low_bifixer,,,wrong,0.9,1,True,False,乌兹别克语翻译中存在多个拼写错误和语法问题，导致句子难以理解。,qwen-max,
25,hplt_00008873,high_risk,11 Video Game Trends that Will Change the Future of the Industry,Android 7.0 Nugalı Review,0.5064190030097961,0.9980000257492064,0.9560999870300292,2.56,9,length_ratio|number_mismatch|low_aligner,,,wrong,0.9,0,True,False,乌兹别克语翻译与英语原文完全不同，主题也不同。,qwen-max,
